address,area,city,detail,lat,lng,name,province,street_id,telephone,uid
广东省深圳市南山区鲤鱼门街,南山区,深圳市,1,22.523796,113.908302,中国银行,广东省,,,1c286ec14838e2f6b1077dab
深圳市龙岗区可园7号门10栋149号商铺,龙岗区,深圳市,1,22.607617,114.142433,中国银行,广东省,b95a791bda13dc7216a19016,,b95a791bda13dc7216a19016
广东省深圳市福田区福华三路261附近,福田区,深圳市,1,22.537998,114.061255,中国银行,广东省,,,723ab4091c1d2ec1b8bd63ca
深圳市宝安区西乡街道新湖路圣淘沙骏园1栋商铺08号-16号铺,宝安区,深圳市,1,22.579038,113.869241,中国银行(西乡支行),广东省,72aa2513a12ee047077ce8f9,(0755)22337040,72aa2513a12ee047077ce8f9
广东省深圳市龙岗区布吉镇坂田村坂田大厦1层,龙岗区,深圳市,1,22.641889,114.07506,中国银行(坂田支行),广东省,b388f9fd33a35a41b35c6a23,,b388f9fd33a35a41b35c6a23
深圳市龙华区民治街道人民路与布龙路交界锦绣江南会所1-2楼,龙华区,深圳市,1,22.64117,114.033234,中国银行(锦绣支行),广东省,7f4950932c8a2474a2a934fd,,7f4950932c8a2474a2a934fd
深圳市宝安区30区前进一路冠利达大厦诺铂广场一层,宝安区,深圳市,1,22.579728,113.905107,中国银行(前进支行),广东省,8fa14fc3fff4dd6ef7eafcf6,"(0755)22337001,(0755)22337004",8fa14fc3fff4dd6ef7eafcf6
深圳市南山区南山大道,南山区,深圳市,1,22.528609,113.929316,中国银行(南山支行),广东省,69fcd6df11acec2fca291577,(0755)22336713,69fcd6df11acec2fca291577
深圳市龙华区观澜街道人民路东1号金通盛国际1层101-102号2层202号,龙华区,深圳市,1,22.707815,114.056238,中国银行(观澜支行),广东省,bf94a62a962ac02c95ca0720,(0755)22337934,bf94a62a962ac02c95ca0720
广东省深圳市宝安区罗田路20-1号,宝安区,深圳市,1,22.566623,113.886881,中国银行(幸福支行),广东省,3b69a1d98094e6dd4354d730,(0755)22330060,3b69a1d98094e6dd4354d730
深圳市福田区华富路1006号航都大厦,福田区,深圳市,1,22.54845,114.088698,中国银行(上步支行),广东省,eb4dbfa38d379ec1d22dd6e3,,eb4dbfa38d379ec1d22dd6e3
深圳市福田区红荔路7028号香蜜新村一栋首层,福田区,深圳市,1,22.552496,114.048785,中国银行(福田支行),广东省,697f1d30d9a23b3c32f71d12,,697f1d30d9a23b3c32f71d12
深圳市福田区金田路1008号时代广场首层,福田区,深圳市,1,22.525279,114.073018,中国银行(福强支行),广东省,37d60a46a0a2d9601e1d1137,"(0755)22335328,(0755)22333567",37d60a46a0a2d9601e1d1137
深圳市罗湖区宝安北路2088号深业物流大厦一二层西面,罗湖区,深圳市,1,22.568315,114.115968,中国银行(彩虹支行),广东省,1cea15a9d86f1bc507fef561,,1cea15a9d86f1bc507fef561
深圳市福田区深南大道7888号,福田区,深圳市,1,22.542618,114.028258,中国银行(东海支行),广东省,fd28738cefaf9dc00bccdd94,95566,fd28738cefaf9dc00bccdd94
深圳市福田区红岭南路红岭大厦一楼,福田区,深圳市,1,22.546389,114.110945,中国银行(红岭支行),广东省,e541c069c7bd0d4b16c905ff,(0755)22338193,e541c069c7bd0d4b16c905ff
深圳市宝安区机场道1011号深圳宝安国际机场信息大楼1层,宝安区,深圳市,1,22.650184,113.833281,中国银行(机场支行),广东省,00f1c7fb1d4f271fc056acf3,(0755)22336483,00f1c7fb1d4f271fc056acf3
