address,area,city,detail,lat,lng,name,province,street_id,telephone,uid
北京市丰台区永定门外马家堡路甲88号,丰台区,北京市,1,39.866589,116.392942,中国建设银行(北京洋桥北里支行),北京市,d6fa4a3bad46c8b6b35c6af4,(010)67228569,d6fa4a3bad46c8b6b35c6af4
开阳路与幸福路交叉口嘉金大厦1层,丰台区,北京市,1,39.873944,116.380322,中国建设银行(开阳里支行),北京市,0cb195ba0e5b700ec356ac49,(010)83538802,0cb195ba0e5b700ec356ac49
北京市丰台区大成路6号院1东南60米,丰台区,北京市,1,39.895358,116.278622,中国建设银行(大成路),北京市,,,363c7507c265f8d62b201a93
北京市丰台区大成南里2区3号楼02号B(长安新城项目西区公建一层),丰台区,北京市,1,39.895023,116.270635,中国建设银行(长安新城支行),北京市,53349ee3cb7bc36e220262dd,(010)68696435,53349ee3cb7bc36e220262dd
莲花池西里10号路桥大厦1层,丰台区,北京市,1,39.896147,116.314415,中国建设银行(北京丰岳支行),北京市,100914389894e5257bf79619,"(010)63462555,(010)63463223",100914389894e5257bf79619
北京市丰台区樊羊路69号院1号楼1层,丰台区,北京市,1,39.828208,116.319101,中国建设银行(樊羊路支行),北京市,2a96ef32fb328b6a4bcc4a90,(010)83068763,2a96ef32fb328b6a4bcc4a90
北京市丰台区南四环西路188号3区4楼,丰台区,北京市,1,39.831536,116.291671,中国建设银行(北京丰科园支行),北京市,f757e6ee169be914260bd055,(010)63701058,f757e6ee169be914260bd055
北京市丰台区东大街25号楼1层,丰台区,北京市,1,39.864511,116.299815,中国建设银行(东大街支行),北京市,18165334c4205704fb2d61dd,,18165334c4205704fb2d61dd
北京市丰台区西四环南路54号,丰台区,北京市,1,39.874053,116.289814,中国建设银行(北京丰台支行),北京市,61085211bcda7ea1c51b75dd,(010)63857407,61085211bcda7ea1c51b75dd
北京市丰台区马家堡西路32号院8,丰台区,北京市,1,39.844679,116.377921,中国建设银行(公益西桥支行),北京市,f721ae6ac13e829af7eafcca,(010)67047963,f721ae6ac13e829af7eafcca
北京市丰台区北京西站南路4号,丰台区,北京市,1,39.893769,116.327941,中国建设银行(北京西客站支行),北京市,bd0919a506a71132734b879b,(010)63492182,803708f198360f79018972dd
北京市丰台区马家堡西居住区明日嘉园三里明日商厦1-125,丰台区,北京市,1,39.851674,116.373619,中国建设银行(明日嘉和支行),北京市,cf0c31229298fc82c9291504,(010)87585275,cf0c31229298fc82c9291504
北京市丰台区韩庄子二里19号楼首层,丰台区,北京市,1,39.844282,116.293925,中国建设银行(韩庄子支行),北京市,f2f15ffb44d59688631c67dd,,f2f15ffb44d59688631c67dd
北京市丰台区方庄南路2号,丰台区,北京市,1,39.864321,116.445922,中国建设银行(北京方庄桥南支行),北京市,ecb26949383ada644e776e94,(010)57539030,ecb26949383ada644e776e94
方庄南路58号院11号,丰台区,北京市,1,39.853167,116.446066,中国建设银行(北京方庄南路支行),北京市,24fff95d73f10fd1fe0eb04a,(010)87820508,24fff95d73f10fd1fe0eb04a
北京市丰台区赵公口5号,丰台区,北京市,1,39.862392,116.420327,中国建设银行(北京木樨园支行),北京市,5933938312515e2eabf72937,(010)67234743,5933938312515e2eabf72937
北京市丰台区东高地南街7号,丰台区,北京市,1,39.812441,116.424096,中国建设银行(北京万源路支行),北京市,ddfdf6a14cf90468a9059d94,(010)68756682,ddfdf6a14cf90468a9059d94
北京市丰台区马家堡东路57-2号(近东丽温泉小区),丰台区,北京市,1,39.860984,116.39295,中国建设银行(洋桥支行),北京市,64ff3be16530d1bb90114cd3,(010)67577970,64ff3be16530d1bb90114cd3
北京市丰台区银地家园1号楼首层04北侧,丰台区,北京市,1,39.828117,116.342157,中国建设银行(北京银地支行),北京市,b292b3aa7af7bf56be48423a,(010)83710549,b292b3aa7af7bf56be48423a
北京市丰台区首经贸北路8号院2-1栋1楼A-102号,丰台区,北京市,1,39.849958,116.327428,中国建设银行(万年花城支行),北京市,08f1f1f5a20639ca88db73dd,(010)83600743,08f1f1f5a20639ca88db73dd
北京市丰台区右安门外大街1号,丰台区,北京市,1,39.872861,116.370538,中国建设银行(右安门支行),北京市,6691856d85c2b17c21026201,,6691856d85c2b17c21026201
北京市丰台区莲花池南里21号景都桂龙大酒店首层,丰台区,北京市,1,39.894102,116.323453,中国建设银行(六里桥支行),北京市,480ec7ba86e96d7dbda2403f,,1faf662848c26d769d95de8a
北京市丰台区西罗园路一区15号,丰台区,北京市,1,39.867769,116.398942,中国建设银行(西罗园支行),北京市,3be122e152d6a8521ef74dd3,(010)67215072,3be122e152d6a8521ef74dd3
北京市丰台区光彩路66号院5号楼首层,丰台区,北京市,1,39.84472,116.422544,中国建设银行(北京光彩支行),北京市,0c6071a7f186b49f2e473378,(010)87809611,0c6071a7f186b49f2e473378
北京市丰台区马家堡东路168号院6号楼,丰台区,北京市,1,39.844312,116.39357,中国建设银行(公益东桥支行),北京市,65ed1be8f72f01a92eb17ebd,(010)87248158,65ed1be8f72f01a92eb17ebd
