address,area,city,detail,lat,lng,name,province,street_id,telephone,uid,机构名称
深圳市南山区科苑路12号,南山区,深圳市,1,22.549096,113.94987,中国邮政储蓄银行,广东省,87075a60de3bdd333913fd12,(0755)26637160,87075a60de3bdd333913fd12,邮政储蓄银行
广东省深圳市福田区益田路48号深圳信息枢纽大厦2楼,福田区,深圳市,1,22.540946,114.061408,中国邮政储蓄银行(深圳分行),广东省,bdd59a6a7ba8ae20eee4a501,(0755)22228315,8cba4bb02c5cf5f9ad04571a,邮政储蓄银行
观澜金湖湾富士康鸿观科技园c22栋,龙华区,深圳市,1,22.743722,114.018666,中国邮政储蓄银行,广东省,,,415e499995722ec16b49f382,邮政储蓄银行
广东省深圳市龙岗区横岗街道力嘉路新马商贸城4号商业楼4137、4138、4141、4142、4143及本栋二楼,龙岗区,深圳市,1,22.648955,114.210328,中国邮政储蓄银行(翠湖支行),广东省,981d28e2942a9939afee7a5c,(0755)28603757,981d28e2942a9939afee7a5c,邮政储蓄银行
春风路2050号,罗湖区,深圳市,1,22.546478,114.132123,中国邮政储蓄银行(春风路),广东省,61d95cab5fdff8704054d7eb,,61d95cab5fdff8704054d7eb,邮政储蓄银行
广东省深圳市龙华区民治街道民康路蓝坤大厦1层,龙华区,深圳市,1,22.619412,114.047233,中国邮政储蓄银行(民康支行),广东省,1a5f29da49b8e6837adbd2e5,(0755)23063089,1a5f29da49b8e6837adbd2e5,邮政储蓄银行
深圳市宝安区石岩街道塘头大道48号,宝安区,深圳市,1,22.658522,113.925163,中国邮政储蓄银行(塘头支行),广东省,e93761f6367f2671223bf217,(0755)81790993,e93761f6367f2671223bf217,邮政储蓄银行
广东省深圳市龙华区横坑路39号宝荣大厦,龙华区,深圳市,1,22.720292,114.061564,中国邮政储蓄银行(观城支行),广东省,519fd2c54c545b5ef4e73b38,(0755)29808633,519fd2c54c545b5ef4e73b38,邮政储蓄银行
龙华区龙华街道公园路10号,龙华区,深圳市,1,22.661509,114.021974,中国邮政储蓄银行(龙华支行),广东省,7a5e21a47d0cfcc84054d70e,,7a5e21a47d0cfcc84054d70e,邮政储蓄银行
白银路75-1-3,龙岗区,深圳市,1,22.658525,114.161618,中国邮政储蓄银行24小时自助银行(白泥坑支行),广东省,44207646ed105915deee8bea,,44207646ed105915deee8bea,邮政储蓄银行
广东省深圳市南山区珠光路1号,南山区,深圳市,1,22.577524,113.965704,中国邮政储蓄银行(深圳珠光支行),广东省,7aea43b77b7ccffb7c29bde9,(0755)86276603,7aea43b77b7ccffb7c29bde9,邮政储蓄银行
别墅路世峰大厦1楼,光明区,深圳市,1,22.783309,113.916574,中国邮政储蓄银行(深圳宏发支行),广东省,,(0755)23428480,9ac5c905fbcbbb0c2fb90840,邮政储蓄银行
广东省深圳市龙岗区荣华路53-A,龙岗区,深圳市,1,22.600377,114.130873,中国邮政储蓄银行(深圳信义支行),广东省,8cba4bb0c2eddff9ac0457ab,(0755)28886380,8cba4bb0c2eddff9ac0457ab,邮政储蓄银行
龙岗区布吉街道西环路49-1号1楼,龙岗区,深圳市,1,22.612731,114.11607,中国邮政储蓄银行(大靓营业所),广东省,1fe6b1aa2989fef507026fa8,(0755)28250022,1fe6b1aa2989fef507026fa8,邮政储蓄银行
