address,area,city,detail,lat,lng,name,province,street_id,telephone,uid,机构名称
北京市西城区车公庄路新华里16-3号京侨国际公馆1层,西城区,北京市,1,39.940197,116.35643,交通银行(官园支行),北京市,aa9693a48e0fea0ff33cba9c,(010)88359267,aa9693a48e0fea0ff33cba9c,交通银行
北京市西城区白纸坊东街10号,西城区,北京市,1,39.884228,116.377552,交通银行(右安门支行),北京市,34f68ab03833530a8f55ece9,"(010)63559939,(010)63513255",34f68ab03833530a8f55ece9,交通银行
北京市西城区金融大街33号,西城区,北京市,1,39.91642,116.364427,交通银行(北京市分行营业部),北京市,550fd5f9ffa86379931fc93e,(010)66101616,550fd5f9ffa86379931fc93e,交通银行
北京市西城区德外大街德胜国际中心1层,西城区,北京市,1,39.960044,116.385251,交通银行(北京德胜门支行),北京市,ef773a0f6790f749230220a7,(010)82015220,ef773a0f6790f749230220a7,交通银行
北京市西城区三里河东路30号院1号楼,西城区,北京市,1,39.916655,116.352662,交通银行(西长安支行),北京市,,,46b2e92006e4990e2a02e191,交通银行
北京市西城区金融大街33号,西城区,北京市,1,39.916415,116.364472,交通银行(贵金属交易及回购中心),北京市,cb78bf1ece61e2ddb9df8f9c,95559,cb78bf1ece61e2ddb9df8f9c,交通银行
北京市西城区西单图书大厦八层交行研发中心,西城区,北京市,1,39.914012,116.383483,交行北京研发中心,北京市,,,14307ef160a1118ab4265538,交通银行
北京市西城区金融街22号交银大厦A座19层,西城区,北京市,1,39.921416,116.36573,交通银行北京管理部集团,北京市,,,dc4338e046b30db4ad31e50c,交通银行
北京市西城区金融大街17号,西城区,北京市,1,39.922329,116.366138,交通银行(离行式中国人寿中心),北京市,,,a0fdb0bd5253d96338221c57,交通银行
宣武门外大街12号庄胜崇光百货新馆1层,西城区,北京市,1,39.901715,116.381622,交通银行ATM(宣武门外大街),北京市,a221214b2ed09c9a40afe66d,,a221214b2ed09c9a40afe66d,交通银行
北京市西城区平安里西大街30号楼远通维景国际大酒店,西城区,北京市,1,39.937168,116.363691,交通银行ATM(远通维景国际大酒店),北京市,6900a2a9ba0e9f739dec2b97,,6900a2a9ba0e9f739dec2b97,交通银行
北京市西城区车公庄大街9号五栋大楼1号楼一层,西城区,北京市,1,39.938322,116.355558,交通银行24小时自助银行(阜外支行),北京市,355e716e5cd62f3140afe69f,,355e716e5cd62f3140afe69f,交通银行
小石桥胡同3号院4号楼,西城区,北京市,1,39.952575,116.400083,交通银行24小时自助银行服务(旧鼓楼大街),北京市,7fd72311ce9f1ee15cbe8613,,7fd72311ce9f1ee15cbe8613,交通银行
北京市西城区西单北大街131号西单大悦城,西城区,北京市,1,39.917428,116.379217,交通银行ATM(西单大悦城),北京市,d44f75a0c61ad13ab11e36a7,,d44f75a0c61ad13ab11e36a7,交通银行
金城坊东街1号北京金融街丽思卡尔顿酒店1层,西城区,北京市,1,39.920957,116.36936,交通银行ATM(金融街购物中心),北京市,09c70d0c404ee8ffd81318ce,,09c70d0c404ee8ffd81318ce,交通银行
北京市西城区西长安街甲17,西城区,北京市,1,39.913922,116.383076,交通银行24小时自助银行服务(北京西单支行),北京市,80592c6b421fc9e343024599,,80592c6b421fc9e343024599,交通银行
北京市西城区金融大街丙9号北京金融街威斯汀大酒店1层大堂,西城区,北京市,1,39.923129,116.365898,交通银行ATM(金融街威斯汀酒店),北京市,00a47ada604a20d62d473399,,00a47ada604a20d62d473399,交通银行
北京市西城区广外大街248号机械大厦一层,西城区,北京市,1,39.89501,116.333347,交通银行24小时自助银行(马连道支行),北京市,dbf6fabcb4c15647c6f50d37,,dbf6fabcb4c15647c6f50d37,交通银行
北京市西城区广安门内大街319号C-D座,西城区,北京市,1,39.895761,116.360349,交通银行24小时自助银行(宣武支行),北京市,e31f5865885ec39009b93aa7,,54ec08c287070e23754ff1f7,交通银行
北京市西城区德胜门外大街5号,西城区,北京市,1,39.970431,116.385918,交通银行24小时自助银行(马甸支行),北京市,f13370f56ad70ce2a0d2309e,,f13370f56ad70ce2a0d2309e,交通银行
北京市西城区月坛北街11-6号,西城区,北京市,1,39.921797,116.351218,交通银行24小时自助银行(月坛北街),北京市,6919e17c4b6b8b51100daabc,,6919e17c4b6b8b51100daabc,交通银行
北京市西城区金融大街20号,西城区,北京市,1,39.920793,116.366686,交通银行24小时自助银行服务(北京金融大街支行),北京市,f764ab7eea075ffe4e2fdf5b,,f764ab7eea075ffe4e2fdf5b,交通银行
德胜门外大街85号德胜国际中心A座,西城区,北京市,1,39.960105,116.385249,交通银行24小时自助银行(北京德胜门支行),北京市,a1418eb4b598cb02eae582a7,,a1418eb4b598cb02eae582a7,交通银行
北京市西城区百万庄大街11-1,西城区,北京市,1,39.934098,116.356945,交通银行24小时自助银行(北京百万庄支行),北京市,1aedac4ee174bab5abf0cd64,,56979863be0a12fd4d5547b2,交通银行
北京市西城区金融大街33号,西城区,北京市,1,39.916322,116.364402,交通银行24小时自助银行(北京市分行营业部),北京市,902043d75423aafb902ca303,,902043d75423aafb902ca303,交通银行
白纸坊东街10-1号,西城区,北京市,1,39.884354,116.37754,交通银行24小时自助银行(北京右安门支行),北京市,b7021bf801dbef84f4e73b9d,,b7021bf801dbef84f4e73b9d,交通银行
西长安街17号,西城区,北京市,1,39.913921,116.383249,个人外汇交易中心,北京市,29f8df583c4dd29017948e2e,,29f8df583c4dd29017948e2e,交通银行
北京市西城区车公庄北街6号-8,西城区,北京市,1,39.940043,116.356472,个人信贷金融服务中心,北京市,27e4ce5f93fa1d967069d39c,,27e4ce5f93fa1d967069d39c,交通银行
