address,area,city,detail,lat,lng,name,province,street_id,telephone,uid,机构名称
上海市杨浦区黄兴路2009号,杨浦区,上海市,1,31.299844,121.524507,中国农业银行(上海黄兴路支行),上海市,8a9eeb519a40dc2a8f1a89f9,,8a9eeb519a40dc2a8f1a89f9,农业银行
上海市杨浦区翔殷路1128号,杨浦区,上海市,1,31.306741,121.523363,中国农业银行(翔殷支行),上海市,e7c78a7ee99bf74f30169bc4,(021)65656509,e7c78a7ee99bf74f30169bc4,农业银行
上海市杨浦区长阳路1919号,杨浦区,上海市,1,31.277493,121.54443,中国农业银行(上海长阳路支行),上海市,d6ee87246b17379da8f0cd1e,(021)65198000,d6ee87246b17379da8f0cd1e,农业银行
上海市杨浦区赤峰路65号同济大学内,杨浦区,上海市,1,31.28581,121.507206,中国农业银行(上海四平路支行),上海市,eef2d528d32910a63be4a6d0,,eef2d528d32910a63be4a6d0,农业银行
上海市杨浦区靖宇东路280号杨浦商贸延吉商业中心F1,杨浦区,上海市,1,31.295339,121.541685,中国农业银行(上海营口支行),上海市,c8b5cdefa80f9f02130daad0,,c8b5cdefa80f9f02130daad0,农业银行
上海市杨浦区世界路137号,杨浦区,上海市,1,31.328628,121.532211,中国农业银行(上海世界路支行),上海市,9428cdf94b4c690203294f8b,(021)65230738,9428cdf94b4c690203294f8b,农业银行
上海市杨浦区国顺东路187至189号,杨浦区,上海市,1,31.307075,121.543658,中国农业银行(上海国顺东路支行),上海市,9ee7cc78a699630e16c90554,(021)65488600,9ee7cc78a699630e16c90554,农业银行
上海市杨浦区吉浦路345号,杨浦区,上海市,1,31.3115,121.497233,中国农业银行(上海武川路支行),上海市,,,ee68bbd9a067105de812e4c4,农业银行
上海市杨浦区江浦路981号,杨浦区,上海市,1,31.272673,121.528951,中国农业银行(上海江浦路支行),上海市,2df95cf56034ad86f4e73b87,,2df95cf56034ad86f4e73b87,农业银行
上海市杨浦区昆明路572号,杨浦区,上海市,1,31.266496,121.519954,中国农业银行(上海昆明路支行),上海市,0f6b541b5c3b5f7cb5f42f0b,(021)35301369,0f6b541b5c3b5f7cb5f42f0b,农业银行
上海市杨浦区宁武路280-282号,杨浦区,上海市,1,31.27569,121.550369,中国农业银行(上海隆昌路支行),上海市,101bc61b0cd5dba2c42ba1d0,"(021)65183428,(021)65183135",101bc61b0cd5dba2c42ba1d0,农业银行
上海市延吉中路309号,杨浦区,上海市,1,31.28849,121.534327,中国农业银行(上海延吉中路支行),上海市,4edf9fbf0a22d595cc06a4d0,(021)55805965,4edf9fbf0a22d595cc06a4d0,农业银行
上海市鞍山路7号,杨浦区,上海市,1,31.28018,121.519672,中国农业银行(上海控江路支行),上海市,c61bd30505cf3969c27da2d0,(021)65620224,c61bd30505cf3969c27da2d0,农业银行
上海市杨浦区翔殷路1128号,杨浦区,上海市,1,31.306621,121.523321,中国农业银行(上海市分行出国留学金融服务中心),上海市,9c55abb1dc3c0502100daa82,,9c55abb1dc3c0502100daa82,农业银行
上海市杨浦区黄兴路2009号,杨浦区,上海市,1,31.299817,121.524569,中国农业银行上海市分行上海杨浦国家创新型试点城区中小企业科技金融服务中心,上海市,4c63dc181e0f478e6fc02c29,,4c63dc181e0f478e6fc02c29,农业银行
上海市杨浦区淞沪路2005号食堂,杨浦区,上海市,1,31.341402,121.510591,中国农业银行ATM(淞沪路),上海市,,,e2ac83458e3b5ffed718b779,农业银行
上海市杨浦区巴黎春天淞沪路1号,杨浦区,上海市,1,31.306327,121.520919,中国农业银行ATM(巴黎春天淞沪路),上海市,d9df6655daf3ffaa2d4733b2,,d9df6655daf3ffaa2d4733b2,农业银行
上海市杨浦区江浦路982号,杨浦区,上海市,1,31.272582,121.528842,中国农业银行24小时自助银行服务(上海江浦路支行),上海市,7ab9878b766fcc82fd0eb038,,7ab9878b766fcc82fd0eb038,农业银行
平凉路2099,杨浦区,上海市,1,31.277581,121.553408,中国农业银行24小时自助银行(平凉路),上海市,100378866b10073d95f08cbd,,100378866b10073d95f08cbd,农业银行
上海市杨浦区黄兴路2005弄1~2号附近,杨浦区,上海市,1,31.299834,121.524541,中国农业银行24小时自助银行(上海黄兴路支行),上海市,,,fc8845fae636a752250bd08c,农业银行
吉浦路345号,杨浦区,上海市,1,31.311608,121.497104,中国农业银行24小时自助银行(武川路支行),上海市,7ace4d7dc77094e9b817e791,,7ace4d7dc77094e9b817e791,农业银行
赤峰路65-1号,杨浦区,上海市,1,31.28578,121.507267,中国农业银行24小时自助银行(上海四平路支行),上海市,435d7aeab80ae9345abbbc27,,435d7aeab80ae9345abbbc27,农业银行
上海市杨浦区尚思路,杨浦区,上海市,1,31.299746,121.562075,中国农业银行24小时自助银行服务(上理中路),上海市,00752b9ca30347cd02294f28,,00752b9ca30347cd02294f28,农业银行
上海市杨浦区翔殷路1128,杨浦区,上海市,1,31.306619,121.523327,中国农业银行小企业金融服务中心(翔殷支行),上海市,18f2e5d6519bbfa557bfffb4,,aad99877f3277d374d55478f,农业银行
国顺东路187号,杨浦区,上海市,1,31.307019,121.543601,中国农业银行24小时自助银行(上海国顺东路支行),上海市,74c933fbe0a5d0239f82eaba,,74c933fbe0a5d0239f82eaba,农业银行
国顺路245号,杨浦区,上海市,1,31.296991,121.519136,中国农业银行24小时自助银行(上海国权支行),上海市,,,759ab22bfafdf70fb64f549a,农业银行
上海市杨浦区翔殷路1128号大西洋百货F1,杨浦区,上海市,1,31.306634,121.523564,中国农业银行24小时自助银行服务(上海国权支行),上海市,e5be0f9afeb7d72b5e0d02e8,,821cbc3bd7fc721f220220d6,农业银行
上海市邯郸路220号,杨浦区,上海市,1,31.302583,121.511053,中国农业银行24小时自助银行(上海复旦支行),上海市,c0b677896a9782dec7f50d68,,c0b677896a9782dec7f50d68,农业银行
延吉中路309号,杨浦区,上海市,1,31.288345,121.534194,中国农业银行24小时自助银行(延吉中路支行),上海市,,,8ba45f7cc2a40e842a02e160,农业银行
上海市杨浦区长岭路82-3,杨浦区,上海市,1,31.288719,121.525654,中国农业银行24小时自助银行(长岭路网点),上海市,231ed48988e41ca781288a59,,231ed48988e41ca781288a59,农业银行
平凉路1030号,杨浦区,上海市,1,31.266432,121.538729,中国农业银行24小时自助银行(上海平凉路支行),上海市,a12baa40a65a1c57e856fad3,,a12baa40a65a1c57e856fad3,农业银行
上海市杨浦区长白路1号,杨浦区,上海市,1,31.296634,121.553914,中国农业银行24小时自助银行服务(长白路),上海市,1e383d7088f1898843ab9aba,,1e383d7088f1898843ab9aba,农业银行
殷行路285号,杨浦区,上海市,1,31.334212,121.547051,中国农业银行24小时自助银行服务(上海中原支行),上海市,c0985e8af044ddd11ef74d34,,c0985e8af044ddd11ef74d34,农业银行
上海市杨浦区靖宇东路280号杨浦商贸延吉商业中心F1,杨浦区,上海市,1,31.295232,121.541737,中国农业银行24小时自助银行(杨浦商贸延吉商业中心),上海市,b1c556e874f25072b4265556,,b1c556e874f25072b4265556,农业银行
上海市杨浦区平凉路2103号,杨浦区,上海市,1,31.275707,121.550334,中国农业银行24小时自助银行服务(平凉路),上海市,08f1f1f5da26e1b488db73f8,,08f1f1f5da26e1b488db73f8,农业银行
