address,area,city,detail,lat,lng,name,province,street_id,telephone,uid
北京市东城区东兴隆街56号北京·商界A段1层,东城区,北京市,1,39.903355,116.420918,交通银行(北京崇文门支行),北京市,750ec1656502592b4d3a5999,,750ec1656502592b4d3a5999
北京市东城区安乐林路10,东城区,北京市,1,39.871337,116.419912,交通银行ATM(北京京坛医院西),北京市,6b7e583a572ad6dc2fe67bba,,6b7e583a572ad6dc2fe67bba
建国门内大街17号好苑建国酒店1层,东城区,北京市,1,39.915675,116.42981,交通银行ATM(好苑建国酒店),北京市,,,b5ed4053d1552c80c4f0251f
北京市东城区中新街68,东城区,北京市,1,39.935926,116.447132,交通银行24小时自助银行(工人体育场南路),北京市,593850fb96942723df1e5273,,593850fb96942723df1e5273
金宝街61号鑫海锦江大酒店1层,东城区,北京市,1,39.921861,116.43221,交通银行24小时自助银行(金宝街),北京市,16d191a12eef5366c5effbcd,,16d191a12eef5366c5effbcd
东直门外大街48号银座百货L1层,东城区,北京市,1,39.946263,116.442041,交通银行24小时自助银行服务(银座百货),北京市,49de1b6a01594c50882fb5bb,,49de1b6a01594c50882fb5bb
东城区东单北大街乙112号,东城区,北京市,1,39.916728,116.424703,交通银行24小时自助银行服务(北京东单北大街支行),北京市,9dae0bcc50a36539f33cba7e,,9dae0bcc50a36539f33cba7e
和平里北街18号,东城区,北京市,1,39.965174,116.42033,交通银行24小时自助银行服务(和平里医院店),北京市,8e3a8a2f35bae1174f6d4691,,8e3a8a2f35bae1174f6d4691
北京市东城区王府井大街301号新燕莎金街购物广场,东城区,北京市,1,39.915724,116.417406,交通银行ATM(新燕莎金街购物广场),北京市,5f5a4581ab7ce21a38221cd6,,5f5a4581ab7ce21a38221cd6
北京市东城区和平里西街51号雍和壹中心B7,东城区,北京市,1,39.959168,116.426006,交通银行信用卡中心北京分中心,北京市,,,9b9f2d885806f6dff6eafcee
北京市东城区王府井大街200号北京工美集团工美大厦1层,东城区,北京市,1,39.91722,116.418124,交通银行24小时自助银行(王府井支行),北京市,64ff3be1d3fc0fc591114cbd,,64ff3be1d3fc0fc591114cbd
天坛东里北区12,东城区,北京市,1,39.885149,116.427121,交通银行24小时自助银行(天坛支行),北京市,bba8738847faa5a0bda82299,,bba8738847faa5a0bda82299
大雅宝胡同8,东城区,北京市,1,39.921252,116.438835,交通银行24小时自助银行(东单支行),北京市,aec88894579bc6781c389461,,aec88894579bc6781c389461
兴化路11-1,东城区,北京市,1,39.968088,116.419328,交通银行24小时自助银行服务(北京兴化路支行),北京市,bdccd509482a7bb346e27421,,bdccd509482a7bb346e27421
东城区和平里东街民旺园31号楼1层,东城区,北京市,1,39.959088,116.432157,交通银行24小时自助银行(北京和平里东街支行),北京市,b0d2f45c1492d3dd07026f69,,b0d2f45c1492d3dd07026f69
北京市东城区东兴隆街56号,东城区,北京市,1,39.903355,116.420978,交通银行24小时自助银行(北京崇文门支行),北京市,34089a199f1299d501ec01a9,,adb8b7e2635383c9f4e73b87
北京市西城区车公庄路新华里16-3号京侨国际公馆1层,西城区,北京市,1,39.940197,116.35643,交通银行(官园支行),北京市,aa9693a48e0fea0ff33cba9c,(010)88359267,aa9693a48e0fea0ff33cba9c
北京市西城区白纸坊东街10号,西城区,北京市,1,39.884228,116.377552,交通银行(右安门支行),北京市,34f68ab03833530a8f55ece9,"(010)63559939,(010)63513255",34f68ab03833530a8f55ece9
北京市西城区金融大街33号,西城区,北京市,1,39.91642,116.364427,交通银行(北京市分行营业部),北京市,550fd5f9ffa86379931fc93e,(010)66101616,550fd5f9ffa86379931fc93e
北京市西城区德外大街德胜国际中心1层,西城区,北京市,1,39.960044,116.385251,交通银行(北京德胜门支行),北京市,ef773a0f6790f749230220a7,(010)82015220,ef773a0f6790f749230220a7
北京市西城区三里河东路30号院1号楼,西城区,北京市,1,39.916655,116.352662,交通银行(西长安支行),北京市,,,46b2e92006e4990e2a02e191
北京市西城区金融大街33号,西城区,北京市,1,39.916415,116.364472,交通银行(贵金属交易及回购中心),北京市,cb78bf1ece61e2ddb9df8f9c,95559,cb78bf1ece61e2ddb9df8f9c
北京市西城区西单图书大厦八层交行研发中心,西城区,北京市,1,39.914012,116.383483,交行北京研发中心,北京市,,,14307ef160a1118ab4265538
北京市西城区金融街22号交银大厦A座19层,西城区,北京市,1,39.921416,116.36573,交通银行北京管理部集团,北京市,,,dc4338e046b30db4ad31e50c
北京市西城区金融大街17号,西城区,北京市,1,39.922329,116.366138,交通银行(离行式中国人寿中心),北京市,,,a0fdb0bd5253d96338221c57
宣武门外大街12号庄胜崇光百货新馆1层,西城区,北京市,1,39.901715,116.381622,交通银行ATM(宣武门外大街),北京市,a221214b2ed09c9a40afe66d,,a221214b2ed09c9a40afe66d
北京市西城区平安里西大街30号楼远通维景国际大酒店,西城区,北京市,1,39.937168,116.363691,交通银行ATM(远通维景国际大酒店),北京市,6900a2a9ba0e9f739dec2b97,,6900a2a9ba0e9f739dec2b97
北京市西城区车公庄大街9号五栋大楼1号楼一层,西城区,北京市,1,39.938322,116.355558,交通银行24小时自助银行(阜外支行),北京市,355e716e5cd62f3140afe69f,,355e716e5cd62f3140afe69f
小石桥胡同3号院4号楼,西城区,北京市,1,39.952575,116.400083,交通银行24小时自助银行服务(旧鼓楼大街),北京市,7fd72311ce9f1ee15cbe8613,,7fd72311ce9f1ee15cbe8613
北京市西城区西单北大街131号西单大悦城,西城区,北京市,1,39.917428,116.379217,交通银行ATM(西单大悦城),北京市,d44f75a0c61ad13ab11e36a7,,d44f75a0c61ad13ab11e36a7
金城坊东街1号北京金融街丽思卡尔顿酒店1层,西城区,北京市,1,39.920957,116.36936,交通银行ATM(金融街购物中心),北京市,09c70d0c404ee8ffd81318ce,,09c70d0c404ee8ffd81318ce
北京市西城区西长安街甲17,西城区,北京市,1,39.913922,116.383076,交通银行24小时自助银行服务(北京西单支行),北京市,80592c6b421fc9e343024599,,80592c6b421fc9e343024599
北京市西城区金融大街丙9号北京金融街威斯汀大酒店1层大堂,西城区,北京市,1,39.923129,116.365898,交通银行ATM(金融街威斯汀酒店),北京市,00a47ada604a20d62d473399,,00a47ada604a20d62d473399
北京市西城区广外大街248号机械大厦一层,西城区,北京市,1,39.89501,116.333347,交通银行24小时自助银行(马连道支行),北京市,dbf6fabcb4c15647c6f50d37,,dbf6fabcb4c15647c6f50d37
