address,area,city,detail,lat,lng,name,province,street_id,telephone,uid,机构名称
北京市丰台区马家堡路120号,丰台区,北京市,1,39.855443,116.386734,中国邮政储蓄银行(角门支行),北京市,cbf18d1beea5be7312882422,95580,cbf18d1beea5be7312882422,邮政储蓄银行
北京市丰台区蒲黄榆路蒲安北里3号楼1层,丰台区,北京市,1,39.872071,116.427678,中国邮政储蓄银行(蒲黄榆营业所),北京市,825707a8e9b3044d8936ee74,(010)67639430,825707a8e9b3044d8936ee74,邮政储蓄银行
北京市丰台区西四环南路94,丰台区,北京市,1,39.856427,116.290527,中国邮政储蓄银行(丰台大街支行),北京市,8ab0dfc49717d86bd8eced3f,"(010)63823486,(010)63823385",8ab0dfc49717d86bd8eced3f,邮政储蓄银行
北京市丰台区新村街道丰台南路阳光大厦一层邮储银行,丰台区,北京市,1,39.829182,116.343422,中国邮政储蓄银行(丰台南路支行),北京市,,(010)83712880,77e97a8f2be02ed6b75f1e37,邮政储蓄银行
北京市丰台区卢沟桥晓月苑三里13号楼一层,丰台区,北京市,1,39.842152,116.246343,中国邮政储蓄银行(晓月苑支行),北京市,101bc61b880c5fdec52ba197,(010)83212391,101bc61b880c5fdec52ba197,邮政储蓄银行
北京市丰台区大红门街道新世纪创意大厦7层邮政储蓄银行,丰台区,北京市,1,39.857435,116.406182,中国邮政储蓄银行(新世纪营业所),北京市,2ddbde9494e10c4295ca072a,95580,2ddbde9494e10c4295ca072a,邮政储蓄银行
万丰路望园东里小区1号楼,丰台区,北京市,1,39.874746,116.300405,中国邮政储蓄银行(丰北路支行),北京市,b292b3aae4d02d55be484210,,b292b3aae4d02d55be484210,邮政储蓄银行
北京市丰台区富丰园小区32号,丰台区,北京市,1,39.842649,116.290489,中国邮政储蓄银行(富丰园支行),北京市,a74481d604842c45f503b811,(010)63729632,a74481d604842c45f503b811,邮政储蓄银行
帝京路5号,丰台区,北京市,1,39.839998,116.299261,中国邮政储蓄银行(科学城邮局营业部),北京市,435d7aeae63abf365abbbc11,(010)63714433,435d7aeae63abf365abbbc11,邮政储蓄银行
西客站南路华源三里小区3号楼,丰台区,北京市,1,39.884273,116.327078,中国邮政储蓄银行(华源三里营业所),北京市,037795a8636a187b43e19204,95580,037795a8636a187b43e19204,邮政储蓄银行
北京市丰台区广安门外红居街172号,丰台区,北京市,1,39.867299,116.398863,中国邮政储蓄银行24小时自助银行(北京南区支行),北京市,3a0fbba8a8945b3c9fe32183,,3a0fbba8a8945b3c9fe32183,邮政储蓄银行
南苑路15号大红门服装商贸城四层,丰台区,北京市,1,39.853949,116.406046,中国邮政储蓄银行(北京丰台区大红门服装城支行),北京市,299da465a6803224da2f284b,(010)87255518,299da465a6803224da2f284b,邮政储蓄银行
北京市丰台区正阳大街同盛里2号楼(正阳大街115号),丰台区,北京市,1,39.856307,116.297949,中国邮政储蓄银行(正阳大街邮局营业部),北京市,befdb2921b2714e287154110,(010)63823587,befdb2921b2714e287154110,邮政储蓄银行
北京市丰台区马家堡西路苏宁电器旁边,丰台区,北京市,1,39.858332,116.377662,中国邮政储蓄银行(嘉园支行),北京市,2e00c5dd58cb8c1cd7851fdd,(010)67560035,2e00c5dd58cb8c1cd7851fdd,邮政储蓄银行
北京市丰台区南四环西路188号18区3号,丰台区,北京市,1,39.828227,116.299498,中国邮政储蓄银行(信用卡部),北京市,28443d56e990f571c51e515b,95580,8c00ccf17852c2e604fef579,邮政储蓄银行
