address,area,city,detail,lat,lng,name,province,street_id,telephone,uid,机构名称
广州市黄埔区黄埔大道东自编933号,黄埔区,广州市,1,23.105038,113.436492,中国邮政储蓄银行(鱼珠邮局营业部),广东省,50f7d1467f34a8c772210bce,(020)82491623,50f7d1467f34a8c772210bce,邮政储蓄银行
广东省广州市黄埔区长洲街金洲北路516号临街B栋18号首层商铺,黄埔区,广州市,1,23.079574,113.429948,中国邮政储蓄银行24小时自助银行(长洲营业所),广东省,c37110315c726e1bf5b91610,,c37110315c726e1bf5b91610,邮政储蓄银行
广州市黄埔区黄埔东路3525号鸿森大厦1楼,黄埔区,广州市,1,23.09737,113.542066,中国邮政储蓄银行(黄埔东营业所),广东省,251374c970269e3ca11de9c1,,251374c970269e3ca11de9c1,邮政储蓄银行
经济技术开发区西区开发大道362号,黄埔区,广州市,1,23.068913,113.532442,中国邮政储蓄银行(开发区支行),广东省,f2f15ffb498f8388631c670b,(020)82210977,f2f15ffb498f8388631c670b,邮政储蓄银行
科学大道97号103～107铺,黄埔区,广州市,1,23.171758,113.44084,中国邮政储蓄银行(科学大道支行),广东省,12a78baeb52dc22f213bf239,(020)82037821,12a78baeb52dc22f213bf239,邮政储蓄银行
广东省广州市黄埔区长洲街金洲北路516号,黄埔区,广州市,1,23.079784,113.430004,中国邮政储蓄银行(长洲营业所),广东省,b5e784dc778391b5970319e2,"(020)82201003,(020)82201600",b5e784dc778391b5970319e2,邮政储蓄银行
黄埔区黄埔东路2937号,黄埔区,广州市,1,23.092501,113.534837,中国邮政储蓄银行(广州市沙步支行),广东省,7c686fece23585ce293a9f7b,"(020)82063143,(020)82063196",7c686fece23585ce293a9f7b,邮政储蓄银行
广东省广州市黄埔区广新路615号,黄埔区,广州市,1,23.100766,113.48271,中国邮政储蓄银行(文冲邮局营业部),广东省,08fc93df29e008919a68b482,(020)82504898,08fc93df29e008919a68b482,邮政储蓄银行
黄埔大道东933号之1号,黄埔区,广州市,1,23.104959,113.436482,中国邮政储蓄银行24小时自助银行(鱼珠支行),广东省,b703e96b0692f3878f1a892e,,b703e96b0692f3878f1a892e,邮政储蓄银行
科学大道97号107铺,黄埔区,广州市,1,23.17172,113.440927,中国邮政储蓄银行24小时自助银行(科学大道支行),广东省,62c8322fd73efb13c7f025e9,,62c8322fd73efb13c7f025e9,邮政储蓄银行
广新路615,黄埔区,广州市,1,23.10082,113.482718,中国邮政储蓄银行24小时自助银行(文冲支行),广东省,ee25928f86d1bba92806ce13,,ee25928f86d1bba92806ce13,邮政储蓄银行
黄埔东路3525,黄埔区,广州市,1,23.097326,113.541991,中国邮政储蓄银行24小时自助银行(黄埔东营业所),广东省,41a6aca8d16915dcf82213b6,,41a6aca8d16915dcf82213b6,邮政储蓄银行
广东省广州市黄埔区石化路152号,黄埔区,广州市,1,23.109717,113.475951,中国邮政储蓄银行24小时自助银行(石化路营业所),广东省,2aa2e44c264c030ad4851f7f,,84c8ddda49c749dde81e976a,邮政储蓄银行
开发大道362,黄埔区,广州市,1,23.068947,113.532419,中国邮政储蓄银行24小时自助银行服务(广州经济技术开发区支行),广东省,f3cd3c790bd1442cbea24009,,f3cd3c790bd1442cbea24009,邮政储蓄银行
中山大道东500号,黄埔区,广州市,1,23.10545,113.453071,中国邮政储蓄银行24小时自助银行(广州黄埔支行),广东省,2a330ef169d087ab6d20b902,,2a330ef169d087ab6d20b902,邮政储蓄银行
