address,area,city,detail,lat,lng,name,province,street_id,telephone,uid,机构名称
上海市金山区北泰路208号,金山区,上海市,1,30.736606,121.325617,中国农业银行(金卫支行),上海市,65e604e89a9ee142ed74f8f2,,65e604e89a9ee142ed74f8f2,农业银行
金山区张堰镇金张公路200号,金山区,上海市,1,30.81288,121.294142,中国农业银行(张堰支行),上海市,3a0fbba8dde46e409ee32177,,3a0fbba8dde46e409ee32177,农业银行
上海市金山区西林街50号,金山区,上海市,1,30.900133,121.168632,中国农业银行(朱泾支行),上海市,,"(021)57336797,(021)57319260",8cba4bb0a9b46886ad045771,农业银行
上海市金山区漕泾镇致富路118号,金山区,上海市,1,30.801287,121.419509,中国农业银行(漕泾支行),上海市,86a858429b7a3c1281288a04,(021)57251484,86a858429b7a3c1281288a04,农业银行
上海市金山区亭林镇松隐中心路228号,金山区,上海市,1,30.898682,121.245169,中国农业银行(松隐支行),上海市,75d0881ac75e004c3a04b12b,(021)57381344,75d0881ac75e004c3a04b12b,农业银行
上海市金山区吕巷镇金张公路4739号,金山区,上海市,1,30.834208,121.187577,中国农业银行(吕巷支行),上海市,ef773a0fdb1c73352202202c,(021)57371295,ef773a0fdb1c73352202202c,农业银行
蒙源路99,金山区,上海市,1,30.745884,121.345657,中国农业银行(上海金山支行),上海市,d7cd18594910b63e15a190e2,,d7cd18594910b63e15a190e2,农业银行
上海市金山区新金山路398号,金山区,上海市,1,30.873495,121.081764,中国农业银行(上海兴塔支行),上海市,,,9445ec3aeef942cb00ec01bb,农业银行
上海市金山区海丰路181号,金山区,上海市,1,30.764605,121.358465,中国农业银行(上海山阳支行),上海市,e83811ab658bf02a8936ee29,,e83811ab658bf02a8936ee29,农业银行
上海市金山区枫阳路271号,金山区,上海市,1,30.899565,121.02511,中国农业银行(上海枫泾支行),上海市,,(021)57351457,6113ef777deda1178e7727fc,农业银行
上海市朱泾镇万安街515号,金山区,上海市,1,30.902661,121.175706,中国农业银行(上海罗星路支行),上海市,,,63dbb8e1cec8184ceb56fa26,农业银行
上海市卫清西路738号,金山区,上海市,1,30.734332,121.344366,中国农业银行(上海卫清路支行),上海市,435d7aeabf05e8345abbbc32,(021)57962706,435d7aeabf05e8345abbbc32,农业银行
上海市金山区蒙山路365号,金山区,上海市,1,30.723949,121.35221,中国农业银行(上海蒙山路支行),上海市,befdb2924c1843e08715412d,,befdb2924c1843e08715412d,农业银行
上海市金山区朱泾镇金龙新街488号港翔休闲广场1层,金山区,上海市,1,30.892435,121.176586,中国农业银行(上海金龙新街支行),上海市,,,6312d1822604243b59bbbc40,农业银行
上海市金山区卫清西路69,金山区,上海市,1,30.736404,121.357515,中国农业银行(上海金山支行个人贷款中心),上海市,cc65dcdb74f0464c626858b9,,cc65dcdb74f0464c626858b9,农业银行
月工路888号附近,金山区,上海市,1,30.814729,121.353084,中国农业银行ATM,上海市,,,4fe13f13216175d42fb17e38,农业银行
浦银路421号,金山区,上海市,1,30.898137,121.213051,中国农业银行24小时自助银行(浦银路),上海市,43b7e8895dfd816b58f6be2b,,43b7e8895dfd816b58f6be2b,农业银行
上海市金山区秀州街748,金山区,上海市,1,30.908621,121.170177,中国农业银行24小时自助银行服务(秀州街),上海市,,,9730e3c3d6cad804c4f02549,农业银行
蒙山路1246号,金山区,上海市,1,30.735803,121.350154,中国农业银行24小时自助银行(蒙山路),上海市,2bc25df19bcf9877d13ce370,,2bc25df19bcf9877d13ce370,农业银行
上海市金山区亭林镇华亭路4号,金山区,上海市,1,30.889429,121.320218,中国农业银行24小时自助银行(亭林支行),上海市,669775d078a1285afd0eb025,,669775d078a1285afd0eb025,农业银行
致富路58号,金山区,上海市,1,30.801397,121.419469,中国农业银行24小时自助银行(上海漕泾支行),上海市,4f34edd9fa29455baecb6682,,b703e96b839676fb8f1a892e,农业银行
学府路1300号,金山区,上海市,1,30.746276,121.325217,中国农业银行ATM(学府路储蓄所),上海市,43b7e8895df6816b58f6be32,,43b7e8895df6816b58f6be32,农业银行
新金山路398号,金山区,上海市,1,30.873582,121.081786,中国农业银行24小时自助银行服务(上海兴塔支行),上海市,,,0ed20a157e5ba19657bfff29,农业银行
金张公路4737号,金山区,上海市,1,30.834111,121.187591,中国农业银行24小时自助银行(上海吕巷支行),上海市,3557e7611f3000e7d7851fce,,3557e7611f3000e7d7851fce,农业银行
蒙源路99,金山区,上海市,1,30.745971,121.345487,中国农业银行24小时自助银行(蒙源路),上海市,42f850de13d065dab13c8106,,42f850de13d065dab13c8106,农业银行
上海市金山区蒙山路365号,金山区,上海市,1,30.72403,121.35221,中国农业银行24小时自助银行(蒙山路),上海市,15e1e85e8bf4a1dc581093c8,,15e1e85e8bf4a1dc581093c8,农业银行
亭枫公路333号,金山区,上海市,1,30.894824,121.318558,中国农业银行24小时自助银行(上海亭林支行),上海市,7ac666c52dcb51e1b74f548f,,7ac666c52dcb51e1b74f548f,农业银行
上海市金山区朱泾镇万安街515号,金山区,上海市,1,30.902699,121.175682,中国农业银行24小时自助银行(上海罗星路支行),上海市,,,75d0881a4176864c3a04b113,农业银行
上海市金山区钱圩镇建圩路96号,金山区,上海市,1,30.781433,121.254927,中国农业银行24小时自助银行(钱圩支行),上海市,7c5e480b426455b5adb22a2c,,7c5e480b426455b5adb22a2c,农业银行
上海市金山区卫清西路738号,金山区,上海市,1,30.734234,121.344442,中国农业银行24小时自助银行(卫清路支行),上海市,390527f05c5753b401897215,,390527f05c5753b401897215,农业银行
海丰路173号,金山区,上海市,1,30.764579,121.358374,中国农业银行24小时自助银行(上海山阳支行),上海市,a74481d678416038f503b857,,a74481d678416038f503b857,农业银行
上海市金山区朱泾镇西林街50号,金山区,上海市,1,30.900085,121.168709,中国农业银行24小时自助银行(上海朱泾支行),上海市,,,e887e925b258f556dc1e52a3,农业银行
漕廊公路8017号,金山区,上海市,1,30.793594,121.198316,中国农业银行24小时自助银行(上海廊下支行),上海市,24d0550834f961ae1288242c,,24d0550834f961ae1288242c,农业银行
金山区枫泾枫阳路271号,金山区,上海市,1,30.899695,121.025083,中国农业银行24小时自助银行(枫泾支行),上海市,,,0a15c7ec199caafded74f829,农业银行
上海市金山区朱行镇开乐大街2号,金山区,上海市,1,30.855399,121.35106,中国农业银行24小时自助银行(上海金山工业区支行),上海市,d82d6697846b88a7d518b725,,d82d6697846b88a7d518b725,农业银行
上海市金山区张堰镇金张公路200号,金山区,上海市,1,30.812898,121.29401,中国农业银行24小时自助银行(上海张堰支行),上海市,cdef4edf5f9ccb3029d7abb8,,cdef4edf5f9ccb3029d7abb8,农业银行
上海市金山区卫清西路69-75号,金山区,上海市,1,30.736122,121.357655,中国农业银行24小时自助银行(卫清西路),上海市,060f5e5359816eaa081cc700,,060f5e5359816eaa081cc700,农业银行
上海市金山区朱泾城南地区金龙新街488号,金山区,上海市,1,30.892446,121.176337,中国农业银行24小时自助银行(朱泾城南地区金龙新街),上海市,,,230b7382587ed0389c09f7f8,农业银行
上海市金山区新泾路50附近,金山区,上海市,1,30.892135,121.024774,ABC,上海市,,,9f4f07a1e063677bc16c1425,农业银行
