address,area,city,detail,lat,lng,name,province,street_id,telephone,uid
北京市门头沟区双峪路22号,门头沟区,北京市,1,39.941938,116.117257,中国建设银行(门头沟支行),北京市,a5ef680fb29e2dd7b9df8f04,(010)69844779,a5ef680fb29e2dd7b9df8f04
北京市门头沟区新桥南大街8号,门头沟区,北京市,1,39.938572,116.11312,中国建设银行(新桥支行),北京市,72aa251378d2af3a067ce881,(010)69843277,72aa251378d2af3a067ce881
门头沟区新桥大街86号,门头沟区,北京市,1,39.943209,116.110914,中国建设银行(新桥大街支行),北京市,ccec591f37cd46cd3b04b1f5,(010)69844242,ccec591f37cd46cd3b04b1f5
北京市门头沟区永定镇冯村永定B2032/2034号1-2层,门头沟区,北京市,1,39.91637,116.118267,中国建设银行(北京永定支行),北京市,bd82937c2a645b5b2efaa7b2,(010)69823415,bd82937c2a645b5b2efaa7b2
北京市门头沟区滨河居住区3号,门头沟区,北京市,1,39.935375,116.124045,中国建设银行(北京承泽苑支行),北京市,2488ec4e7c99b634b45f1ef2,(010)60868619,2488ec4e7c99b634b45f1ef2
北京市门头沟区新桥大街2号贸易大楼一层北侧,门头沟区,北京市,1,39.949305,116.106798,中国建设银行(中国建设银行股份有限公司北京门头沟贸易大楼支行),北京市,e8db3f3d0a72b70b40ab9a97,(010)69853359,e8db3f3d0a72b70b40ab9a97
北京市门头沟区桥东街10号,门头沟区,北京市,1,39.951204,116.108507,中国建设银行ATM(桥东街),北京市,eeccf33d50466f55eaf8530b,,eeccf33d50466f55eaf8530b
霁月园3,门头沟区,北京市,1,39.934523,116.115648,中国建设银行24小时自助银行(月季园路),北京市,480b24d01f154b8f9dec2b82,,480b24d01f154b8f9dec2b82
霁月园3号楼,门头沟区,北京市,1,39.937602,116.118441,中国建设银行24小时自助银行服务(月季园路),北京市,e0049ca6744a0e4ae3110318,,e0049ca6744a0e4ae3110318
北京市门头沟区永定镇冯村永定B2032.2034号,门头沟区,北京市,1,39.916428,116.118128,中国建设银行24小时自助银行服务(北京永定支行),北京市,5a62ce641306c16d250bd007,,5a62ce641306c16d250bd007
门头沟区新桥南大街8号,门头沟区,北京市,1,39.938527,116.113111,中国建设银行24小时自助银行(北京新桥支行),北京市,5c623eea42f3c37521022009,,5c623eea42f3c37521022009
双峪路22号,门头沟区,北京市,1,39.94185,116.11716,中国建设银行24小时自助银行(门头沟区支行),北京市,b91c12956560000141d63e67,,b91c12956560000141d63e67
河滩路甲2-14号,门头沟区,北京市,1,39.949378,116.107023,中国建设银行24小时自助银行(门头沟贸易大楼支行),北京市,1aae6bdc8d0fb95d8f1a89ed,,1aae6bdc8d0fb95d8f1a89ed
滨河居住区3,门头沟区,北京市,1,39.935482,116.12407,中国建设银行24小时自助银行服务(北京承泽苑支行),北京市,bfc1c745f61ec25c6e20b9b5,,bfc1c745f61ec25c6e20b9b5
新桥大街86号,门头沟区,北京市,1,39.943172,116.110877,中国建设银行24小时自助银行(新桥大街支行),北京市,7ff558061027cf3c8bdb7378,,7ff558061027cf3c8bdb7378
